Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSMUSG00000056910	Vmn2r107	17	+	20345425	20375772	0.0	0.0	0.0
ENSMUSG00000092244	Esp34	17	+	38554192	38560621	0.0	0.0	0.0
ENSMUSG00000098964	Gm27700	17	+	24010032	24010112	0.0	0.0	0.0
ENSMUSG00000077708	Gm24071	17	+	48617823	48617954	0.0	0.0	0.0
ENSMUSG00000024173	Tpsab1	17	-	25343245	25345562	0.0	0.0	0.0
ENSMUSG00000092338	Gm26940	17	-	34024966	34025070	0.0	0.0	0.0
ENSMUSG00000091656	Vmn2r106	17	-	20267547	20285430	0.0	0.0	0.0
ENSMUSG00000093648	Vmn1r-ps148	17	+	21244841	21245295	0.0	0.0	0.0
ENSMUSG00000092111	Vmn2r113	17	+	22943184	22958814	0.0	0.0	0.0
ENSMUSG00000092480	Gm20495	17	-	36182196	36182430	0.0	0.0	0.0
ENSMUSG00000060245	Vmn1r228	17	-	20776059	20777501	0.0	0.0	0.0
ENSMUSG00000092601	Olfr760-ps1	17	-	37451433	37452230	0.0	0.0	0.0
ENSMUSG00000099014	Gm27359	17	+	82193755	82193864	0.0	0.0	0.0
ENSMUSG00000040899	Ccr6	17	+	8236043	8257141	0.0	0.0	0.0
ENSMUSG00000116551	AC140300.1	17	-	4945152	4946814	0.0	0.0	0.0
ENSMUSG00000037246	H2-M10.5	17	+	36772910	36776234	0.0	0.0	0.0
ENSMUSG00000045575	Vmn1r233	17	-	20993727	20994686	0.0	0.0	0.0
ENSMUSG00000092568	Olfr759-ps1	17	-	37407834	37408533	0.0	0.0	0.0
ENSMUSG00000092513	Gm20542	17	-	37943020	37943391	0.0	0.0	0.0
ENSMUSG00000103015	Gm37549	17	-	84012992	84017056	0.0	0.0	0.0
ENSMUSG00000034482	Ly6g5c	17	+	35108279	35111991	0.0	0.0	0.0
ENSMUSG00000116647	AC154507.1	17	-	15321432	15321882	0.0	0.0	0.0
ENSMUSG00000083020	Gm15331	17	-	34501107	34501491	0.0	0.0	0.0
ENSMUSG00000090556	Olfr753-ps1	17	-	37168313	37185730	0.0	0.0	0.0
ENSMUSG00000023914	Mep1a	17	-	43474324	43502812	0.0	0.0	0.0
ENSMUSG00000088483	Gm23642	17	-	48692450	48692707	0.0	0.0	0.0
ENSMUSG00000083369	Gm15332	17	-	34480763	34481119	0.0	0.0	0.0
ENSMUSG00000023930	Crisp2	17	-	40764734	40807003	0.0	0.0	0.0
ENSMUSG00000071276	Fpr-rs7	17	-	20113210	20114226	0.0	0.0	0.0
ENSMUSG00000093775	Vmn2r-ps114	17	+	18493746	18495025	0.0	0.0	0.0
ENSMUSG00000091350	Vmn2r92	17	+	18151887	18188886	0.0	0.0	0.0
ENSMUSG00000036322	H2-Ea-ps	17	-	34342933	34344643	0.0	0.0	0.0
ENSMUSG00000094884	Olfr105-ps	17	+	37379033	37386208	0.0	0.0	0.0
ENSMUSG00000116649	AC168269.1	17	-	4792646	4792959	0.0	0.0	0.0
ENSMUSG00000098114	Gm26957	17	+	79041946	79042922	0.0	0.0	0.0
ENSMUSG00000023978	Prph2	17	+	46910459	46924933	0.0	0.0	0.0
ENSMUSG00000095540	Esp4	17	+	40598594	40602618	0.0	0.0	0.0
ENSMUSG00000116751	AC125141.2	17	-	27308316	27318696	0.0	0.0	0.0
ENSMUSG00000093516	Gm19553	17	-	35509077	35510551	0.0	0.0	0.0
ENSMUSG00000092485	Rpl9-ps5	17	+	36657056	36657626	0.0	0.0	0.0
ENSMUSG00000024224	Clpsl2	17	+	28549489	28552618	0.0	0.0	0.0
ENSMUSG00000063188	Olfr107	17	+	37399226	37407477	0.0	0.0	0.0
ENSMUSG00000094752	Vmn2r-ps129	17	+	22992706	23008970	0.0	0.0	0.0
ENSMUSG00000095886	Esp38	17	+	39953353	39955244	0.0	0.0	0.0
ENSMUSG00000094024	Esp18	17	+	39406359	39410992	0.0	0.0	0.0
ENSMUSG00000088244	Gm25909	17	-	3057799	3057919	0.0	0.0	0.0
ENSMUSG00000116975	AC097366.1	17	-	4044658	4082995	0.0	0.0	0.0
ENSMUSG00000087710	Gm22235	17	-	86703298	86703407	0.0	0.0	0.0
ENSMUSG00000096849	Gm25598	17	-	15837549	15837655	0.0	0.0	0.0
ENSMUSG00000099660	Gm2316	Y	+	3766452	3767372	0.0	0.0	0.0
ENSMUSG00000104425	Gm38370	Y	-	21572631	21575870	0.0	0.0	0.0
ENSMUSG00000102754	Gm38183	Y	-	16031250	16039572	0.0	0.0	0.0
ENSMUSG00000100519	Gm20801	Y	-	81799290	81799967	0.0	0.0	0.0
ENSMUSG00000102065	Gm28302	Y	-	70049469	70050165	0.0	0.0	0.0
ENSMUSG00000100818	Gm21287	Y	-	88804758	88805453	0.0	0.0	0.0
ENSMUSG00000100488	Gm29559	Y	-	55300023	55300718	0.0	0.0	0.0
ENSMUSG00000101155	Sly	Y	+	57187188	57213362	0.0	0.0	0.0
ENSMUSG00000101064	Gm18798	Y	+	2678944	2689032	0.0	0.0	0.0
ENSMUSG00000101399	Gm28961	Y	+	57705697	57731932	0.0	0.0	0.0
ENSMUSG00000100661	Gm29471	Y	+	9552436	9553135	0.0	0.0	0.0
ENSMUSG00000104426	Gm38369	Y	-	19671505	19672197	0.0	0.0	0.0
ENSMUSG00000101902	Gm29115	Y	-	87410364	87410978	0.0	0.0	0.0
ENSMUSG00000101290	Gm8480	Y	-	2380664	2381361	0.0	0.0	0.0
ENSMUSG00000101119	Gm29060	Y	-	63680536	63691008	0.0	0.0	0.0
ENSMUSG00000101408	Gm21155	Y	-	76500775	76501467	0.0	0.0	0.0
ENSMUSG00000101686	Gm29633	Y	-	67366350	67371083	0.0	0.0	0.0
ENSMUSG00000103757	Gm37286	Y	-	17922928	17926162	0.0	0.0	0.0
ENSMUSG00000103489	Gm37998	Y	+	19157403	19157855	0.0	0.0	0.0
ENSMUSG00000102077	Gm29001	Y	-	66806564	66807260	0.0	0.0	0.0
ENSMUSG00000101491	Gm28632	Y	-	69241518	69244757	0.0	0.0	0.0
ENSMUSG00000101864	Gm21634	Y	-	63500905	63501598	0.0	0.0	0.0
ENSMUSG00000103813	Gm31422	Y	-	25812791	25816026	0.0	0.0	0.0
ENSMUSG00000101291	Gm29194	Y	+	5934890	5938242	0.0	0.0	0.0
ENSMUSG00000099756	Gm28763	Y	-	32557996	32558442	0.0	0.0	0.0
ENSMUSG00000094937	Gm23770	Y	-	85774442	85774549	0.0	0.0	0.0
ENSMUSG00000101285	Gm28600	Y	+	62128751	62131989	0.0	0.0	0.0
ENSMUSG00000101742	Gm21380	Y	-	84440269	84440964	0.0	0.0	0.0
ENSMUSG00000104468	Gm21736	Y	+	12564103	12564795	0.0	0.0	0.0
ENSMUSG00000100428	Gm29413	Y	-	37681820	37706635	0.0	0.0	0.0
ENSMUSG00000100292	Gm29198	Y	-	6198427	6201677	0.0	0.0	0.0
ENSMUSG00000099822	Gm28332	Y	-	36273163	36276400	0.0	0.0	0.0
ENSMUSG00000099935	Gm21918	Y	+	60682607	60683302	0.0	0.0	0.0
ENSMUSG00000101601	Gm28210	Y	+	33289865	33290311	0.0	0.0	0.0
ENSMUSG00000099978	Gm29407	Y	-	56725602	56726297	0.0	0.0	0.0
ENSMUSG00000099480	Gm28124	Y	+	81910690	81913928	0.0	0.0	0.0
ENSMUSG00000102230	Gm31335	Y	+	21771563	21772255	0.0	0.0	0.0
ENSMUSG00000099888	Gm29552	Y	+	2325791	2326450	0.0	0.0	0.0
ENSMUSG00000096769	Gm21117	Y	+	51125220	51151484	0.0	0.0	0.0
ENSMUSG00000103664	Gm36261	Y	+	20497512	20499791	0.0	0.0	0.0
ENSMUSG00000102429	Gm37462	Y	-	21346236	21349473	0.0	0.0	0.0
ENSMUSG00000103758	Gm37287	Y	+	24828596	24829290	0.0	0.0	0.0
ENSMUSG00000101412	Gm28131	Y	-	29587678	29590910	0.0	0.0	0.0
ENSMUSG00000095602	Gm21788	Y	+	7405010	7405552	0.0	0.0	0.0
ENSMUSG00000100231	Gm29554	Y	+	12273932	12306702	0.0	0.0	0.0
ENSMUSG00000099645	Gm20832	Y	-	40905273	40935589	0.0	0.0	0.0
ENSMUSG00000101665	Gm21920	Y	-	53712724	53713418	0.0	0.0	0.0
ENSMUSG00000101181	Vmn2r-ps149	Y	+	7665545	7666321	0.0	0.0	0.0
ENSMUSG00000094294	Gm20909	Y	+	21164570	21166905	0.0	0.0	0.0
ENSMUSG00000095759	Gm21828	Y	-	13223386	13223928	0.0	0.0	0.0
ENSMUSG00000099894	Gm20911	Y	+	81458007	81484087	0.0	0.0	0.0
ENSMUSG00000101066	Gm8498	Y	+	2825380	2826353	0.0	0.0	0.0
ENSMUSG00000099601	Gm29671	Y	+	37808837	37812183	0.0	0.0	0.0
ENSMUSG00000100492	Gm28672	Y	+	89222067	89225296	0.0	0.0	0.0
ENSMUSG00000094232	Gm21539	Y	-	30905987	30906514	0.0	0.0	0.0
ENSMUSG00000101216	Gm29451	Y	+	68744295	68744990	0.0	0.0	0.0
ENSMUSG00000101666	Rhoay-ps3	Y	+	873640	874215	0.0	0.0	0.0
ENSMUSG00000101466	Gm29548	Y	-	62603763	62604456	0.0	0.0	0.0
ENSMUSG00000100295	Gm28165	Y	-	57273550	57274243	0.0	0.0	0.0
ENSMUSG00000100892	Gm20897	Y	-	38476061	38502238	0.0	0.0	0.0
ENSMUSG00000102867	Gm37635	Y	+	19038589	19039116	0.0	0.0	0.0
ENSMUSG00000100284	Gm29239	Y	-	83617440	83618135	0.0	0.0	0.0
ENSMUSG00000100233	Gm20811	Y	-	28809172	28828210	0.0	0.0	0.0
ENSMUSG00000101757	Gm28273	Y	-	73936805	73937499	0.0	0.0	0.0
ENSMUSG00000101667	Gm29289	Y	+	2932582	2939416	0.0	0.0	0.0
ENSMUSG00000100278	Gm28082	Y	+	70089894	70093132	0.0	0.0	0.0
ENSMUSG00000102053	Gm4064	Y	-	2785165	2796205	0.0	0.0	0.0
ENSMUSG00000101300	Gm29130	Y	-	59709922	59712281	0.0	0.0	0.0
ENSMUSG00000100540	Gm20799	Y	+	35301254	35301949	0.0	0.0	0.0
ENSMUSG00000100861	Gm29382	Y	-	82597290	82597904	0.0	0.0	0.0
ENSMUSG00000101981	Gm28157	Y	-	80241172	80244513	0.0	0.0	0.0
ENSMUSG00000100532	Gm28225	Y	+	82675727	82678966	0.0	0.0	0.0
ENSMUSG00000101851	Gm28474	Y	-	84220600	84220914	0.0	0.0	0.0
ENSMUSG00000102668	Gm29866	Y	-	20967477	20993657	0.0	0.0	0.0
ENSMUSG00000101576	Gm20915	Y	-	5440160	5460208	0.0	0.0	0.0
ENSMUSG00000101020	Gm28377	Y	-	76319160	76319879	0.0	0.0	0.0
ENSMUSG00000100835	Gm28907	Y	-	53744649	53745263	0.0	0.0	0.0
ENSMUSG00000099541	Gm21488	Y	-	27495726	27521920	0.0	0.0	0.0
ENSMUSG00000095606	Gm21258	Y	+	52780040	52806254	0.0	0.0	0.0
ENSMUSG00000101182	Gm29209	Y	-	62874899	62885362	0.0	0.0	0.0
ENSMUSG00000095807	Gm21405	Y	+	58573017	58599050	0.0	0.0	0.0
ENSMUSG00000099369	Gm28838	Y	-	71081471	71081785	0.0	0.0	0.0
ENSMUSG00000101669	Gm28937	Y	+	28377377	28378071	0.0	0.0	0.0
ENSMUSG00000101758	Gm28137	Y	+	66079219	66085944	0.0	0.0	0.0
ENSMUSG00000100298	Gm28126	Y	+	82110703	82112245	0.0	0.0	0.0
ENSMUSG00000100542	Gm28097	Y	-	8956616	8956981	0.0	0.0	0.0
ENSMUSG00000101607	Gm28939	Y	+	28667432	28667746	0.0	0.0	0.0
ENSMUSG00000099425	Gm29573	Y	+	76232645	76258846	0.0	0.0	0.0
ENSMUSG00000101471	Gm29276	Y	-	42550083	42582250	0.0	0.0	0.0
ENSMUSG00000103236	Gm37157	Y	+	24306236	24309585	0.0	0.0	0.0
ENSMUSG00000101286	Gm21317	Y	+	82225227	82251419	0.0	0.0	0.0
ENSMUSG00000100986	Gm21741	Y	-	83715087	83715782	0.0	0.0	0.0
ENSMUSG00000094699	Gm28637	Y	+	69380245	69383755	0.0	0.0	0.0
ENSMUSG00000101068	Gm28759	Y	-	84870410	84870724	0.0	0.0	0.0
ENSMUSG00000100299	Gm28584	Y	+	35834412	35835107	0.0	0.0	0.0
ENSMUSG00000104127	Gm20928	Y	-	14029703	14030398	0.0	0.0	0.0
ENSMUSG00000102016	Gm29606	Y	+	79773450	79776245	0.0	0.0	0.0
ENSMUSG00000100709	Gm28295	Y	+	32244058	32246421	0.0	0.0	0.0
ENSMUSG00000101679	Gm20936	Y	-	65648517	65649174	0.0	0.0	0.0
ENSMUSG00000104472	Gm38209	Y	-	18629784	18633125	0.0	0.0	0.0
ENSMUSG00000099792	Gm29564	Y	+	78212993	78239189	0.0	0.0	0.0
ENSMUSG00000099410	Gm29355	Y	+	5002140	5002836	0.0	0.0	0.0
ENSMUSG00000101868	Gm28680	Y	-	49984024	49984503	0.0	0.0	0.0
ENSMUSG00000101544	Gm29422	Y	-	63316283	63316976	0.0	0.0	0.0
ENSMUSG00000100609	Gm28687	Y	-	60622325	60625558	0.0	0.0	0.0
ENSMUSG00000102019	Gm21873	Y	-	80022433	80023128	0.0	0.0	0.0
ENSMUSG00000101473	Gm20893	Y	+	27998840	27999532	0.0	0.0	0.0
ENSMUSG00000100238	Gm21450	Y	-	59796432	59796959	0.0	0.0	0.0
ENSMUSG00000099426	Gm28761	Y	-	32754586	32756950	0.0	0.0	0.0
ENSMUSG00000100095	Gm28234	Y	-	53155091	53155705	0.0	0.0	0.0
ENSMUSG00000100411	Gm29269	Y	-	49467287	49467982	0.0	0.0	0.0
ENSMUSG00000099780	Gm29537	Y	+	42141555	42144786	0.0	0.0	0.0
ENSMUSG00000101989	Gm28346	Y	-	85601810	85605156	0.0	0.0	0.0
ENSMUSG00000101494	Gm21792	Y	-	88401353	88402048	0.0	0.0	0.0
ENSMUSG00000099455	Gm29288	Y	+	3310714	3311614	0.0	0.0	0.0
ENSMUSG00000103474	Gm37252	Y	-	13210161	13213395	0.0	0.0	0.0
ENSMUSG00000102239	Gm38296	Y	+	24086389	24089731	0.0	0.0	0.0
ENSMUSG00000101637	Gm28896	Y	-	81013392	81014087	0.0	0.0	0.0
ENSMUSG00000101238	Gm28123	Y	-	76849181	76849876	0.0	0.0	0.0
ENSMUSG00000100412	Gm28572	Y	-	7846294	7846611	0.0	0.0	0.0
ENSMUSG00000100722	Gm29569	Y	+	77854094	77857332	0.0	0.0	0.0
ENSMUSG00000100083	Gm29467	Y	-	58080000	58082699	0.0	0.0	0.0
ENSMUSG00000101781	Gm28333	Y	+	36308401	36311744	0.0	0.0	0.0
ENSMUSG00000099546	Gm21802	Y	-	83361686	83362381	0.0	0.0	0.0
ENSMUSG00000099815	Gm28430	Y	-	6224822	6227191	0.0	0.0	0.0
ENSMUSG00000101475	Gm21316	Y	-	49842918	49843610	0.0	0.0	0.0
ENSMUSG00000101347	Gm28219	Y	-	86148112	86148807	0.0	0.0	0.0
ENSMUSG00000100560	Gm21180	Y	-	77074033	77074728	0.0	0.0	0.0
ENSMUSG00000094821	Gm21518	Y	+	62190866	62217137	0.0	0.0	0.0
ENSMUSG00000100413	Gm21506	Y	+	27692628	27693323	0.0	0.0	0.0
ENSMUSG00000099649	Gm28406	Y	+	88418292	88419873	0.0	0.0	0.0
ENSMUSG00000101816	Gm29659	Y	+	68206802	68207497	0.0	0.0	0.0
ENSMUSG00000101525	Gm28593	Y	+	6259341	6262689	0.0	0.0	0.0
ENSMUSG00000102547	Gm38136	Y	+	26138802	26142144	0.0	0.0	0.0
ENSMUSG00000101977	Gm28846	Y	+	9494691	9495058	0.0	0.0	0.0
ENSMUSG00000101038	Gm28272	Y	-	73760573	73761268	0.0	0.0	0.0
ENSMUSG00000101642	Gm29315	Y	+	30155238	30157598	0.0	0.0	0.0
ENSMUSG00000100052	Gm28353	Y	-	55624376	55624945	0.0	0.0	0.0
ENSMUSG00000101917	Gm29312	Y	-	77406356	77407051	0.0	0.0	0.0
ENSMUSG00000100951	Gm29339	Y	-	84833330	84834025	0.0	0.0	0.0
ENSMUSG00000099514	Gm28241	Y	+	4531045	4531637	0.0	0.0	0.0
ENSMUSG00000101783	Gm28698	Y	-	54518821	54519435	0.0	0.0	0.0
ENSMUSG00000100161	Gm28445	Y	+	6974976	6978213	0.0	0.0	0.0
ENSMUSG00000100452	Gm29628	Y	+	64116692	64119931	0.0	0.0	0.0
ENSMUSG00000102108	Gm29037	Y	-	62315220	62315532	0.0	0.0	0.0
ENSMUSG00000100477	Gm28507	Y	-	10019064	10019766	0.0	0.0	0.0
ENSMUSG00000104032	Gm20833	Y	+	17757509	17758204	0.0	0.0	0.0
ENSMUSG00000099721	Gm28435	Y	-	5998624	5998731	0.0	0.0	0.0
ENSMUSG00000101417	Gm21647	Y	+	34285082	34316611	0.0	0.0	0.0
ENSMUSG00000100999	Gm29145	Y	-	78573401	78573856	0.0	0.0	0.0
ENSMUSG00000099650	Gm28129	Y	+	29156796	29159075	0.0	0.0	0.0
ENSMUSG00000100415	Gm28089	Y	-	30613153	30616388	0.0	0.0	0.0
ENSMUSG00000093987	Gm21704	Y	-	3367147	3410167	0.0	0.0	0.0
ENSMUSG00000099742	Gm29148	Y	-	78545906	78546241	0.0	0.0	0.0
ENSMUSG00000100784	Gm28421	Y	+	79165870	79167412	0.0	0.0	0.0
ENSMUSG00000100038	Gm29580	Y	+	30542567	30543013	0.0	0.0	0.0
ENSMUSG00000101358	Gm29661	Y	+	68170371	68170685	0.0	0.0	0.0
ENSMUSG00000100097	Gm28464	Y	+	34148855	34151218	0.0	0.0	0.0
ENSMUSG00000100730	Gm20776	Y	-	10930578	10931277	0.0	0.0	0.0
ENSMUSG00000100961	Gm28394	Y	+	7415351	7418585	0.0	0.0	0.0
ENSMUSG00000100442	Gm20866	Y	-	71223310	71224005	0.0	0.0	0.0
ENSMUSG00000099651	Gm29078	Y	-	34763132	34764675	0.0	0.0	0.0
ENSMUSG00000099416	Gm28540	Y	+	77643677	77646914	0.0	0.0	0.0
ENSMUSG00000099606	Gm28537	Y	-	77817041	77817355	0.0	0.0	0.0
ENSMUSG00000100275	Gm28915	Y	-	6368874	6369572	0.0	0.0	0.0
ENSMUSG00000100785	Gm29333	Y	+	36165503	36166198	0.0	0.0	0.0
ENSMUSG00000099679	Gm28899	Y	-	80785961	80786575	0.0	0.0	0.0
ENSMUSG00000100479	Gm28921	Y	-	6694078	6694455	0.0	0.0	0.0
ENSMUSG00000099866	Gm28889	Y	+	60115080	60117779	0.0	0.0	0.0
ENSMUSG00000099723	Gm28595	Y	+	40104656	40112547	0.0	0.0	0.0
ENSMUSG00000100897	Gm29634	Y	+	67757697	67758392	0.0	0.0	0.0
ENSMUSG00000100243	Gm28367	Y	+	87277136	87280371	0.0	0.0	0.0
ENSMUSG00000099652	Gm28833	Y	+	41835327	41835885	0.0	0.0	0.0
ENSMUSG00000103417	Gm33112	Y	-	16887481	16888179	0.0	0.0	0.0
ENSMUSG00000101127	Gm28585	Y	+	35863133	35864155	0.0	0.0	0.0
ENSMUSG00000101733	Gm29189	Y	-	79985619	79986233	0.0	0.0	0.0
ENSMUSG00000099786	Gm29215	Y	-	40367717	40370075	0.0	0.0	0.0
ENSMUSG00000100440	Gm28405	Y	+	88302085	88305320	0.0	0.0	0.0
ENSMUSG00000100331	Gm20880	Y	-	50360460	50361155	0.0	0.0	0.0
ENSMUSG00000101984	Gm29436	Y	+	88474113	88477024	0.0	0.0	0.0
ENSMUSG00000100724	Gm28533	Y	-	57598047	57600691	0.0	0.0	0.0
ENSMUSG00000100024	Gm21782	Y	-	84489103	84489780	0.0	0.0	0.0
ENSMUSG00000101527	Gm21908	Y	-	31231982	31232677	0.0	0.0	0.0
ENSMUSG00000099653	Gm28984	Y	-	28871184	28871711	0.0	0.0	0.0
ENSMUSG00000101418	Gm28983	Y	+	28703951	28704564	0.0	0.0	0.0
ENSMUSG00000102787	Gm30174	Y	+	14220904	14223183	0.0	0.0	0.0
ENSMUSG00000099607	Gm28205	Y	-	56084836	56085532	0.0	0.0	0.0
ENSMUSG00000100054	Gm28202	Y	+	55833464	55836360	0.0	0.0	0.0
ENSMUSG00000099643	Gm29162	Y	+	88214304	88217542	0.0	0.0	0.0
ENSMUSG00000100559	Gm20803	Y	-	61945610	61947950	0.0	0.0	0.0
ENSMUSG00000100960	Gm21156	Y	-	3414421	3415289	0.0	0.0	0.0
ENSMUSG00000095725	Gm21801	Y	-	40390922	40391449	0.0	0.0	0.0
ENSMUSG00000101019	Gm28943	Y	-	51710098	51710712	0.0	0.0	0.0
ENSMUSG00000101654	Gm29653	Y	+	34335629	34336075	0.0	0.0	0.0
ENSMUSG00000100676	Gm28860	Y	-	64597860	64598172	0.0	0.0	0.0
ENSMUSG00000102129	Gm28969	Y	-	72989161	72999814	0.0	0.0	0.0
ENSMUSG00000099861	Gm29049	Y	-	7994833	7997168	0.0	0.0	0.0
ENSMUSG00000101788	Gm20813	Y	-	75025380	75026084	0.0	0.0	0.0
ENSMUSG00000100533	Gm29504	Y	+	90275224	90277501	0.0	0.0	0.0
ENSMUSG00000100976	Gm29134	Y	+	69670176	69670660	0.0	0.0	0.0
ENSMUSG00000099570	Gm29000	Y	-	67067281	67077900	0.0	0.0	0.0
ENSMUSG00000094161	Gm21904	Y	-	17845724	17846266	0.0	0.0	0.0
ENSMUSG00000099726	Gm29160	Y	+	5391538	5392236	0.0	0.0	0.0
ENSMUSG00000102025	Gm29575	Y	-	75838914	75839228	0.0	0.0	0.0
ENSMUSG00000102529	Gm29740	Y	-	23672821	23697377	0.0	0.0	0.0
ENSMUSG00000095867	Gm20917	Y	-	79148789	79151122	0.0	0.0	0.0
ENSMUSG00000101091	Gm29384	Y	+	35225889	35229236	0.0	0.0	0.0
ENSMUSG00000099970	Rhoay-ps2	Y	-	3747151	3747731	0.0	0.0	0.0
ENSMUSG00000100099	Gm28879	Y	+	27626234	27626929	0.0	0.0	0.0
ENSMUSG00000101789	Gm28956	Y	-	11345842	11426704	0.0	0.0	0.0
ENSMUSG00000091987	Gm10352	Y	+	2900989	2912206	0.0	0.0	0.0
ENSMUSG00000096122	Gm21943	Y	-	57531412	57533744	0.0	0.0	0.0
ENSMUSG00000095462	Gm21725	Y	-	13348521	13349063	0.0	0.0	0.0
ENSMUSG00000100055	Gm20890	Y	-	26750605	26776799	0.0	0.0	0.0
ENSMUSG00000099727	Gm29401	Y	+	27894779	27895393	0.0	0.0	0.0
ENSMUSG00000100591	Gm21919	Y	-	81868597	81869292	0.0	0.0	0.0
ENSMUSG00000100656	Gm8525	Y	-	3948853	3949713	0.0	0.0	0.0
ENSMUSG00000100900	Gm28850	Y	-	40431918	40434282	0.0	0.0	0.0
ENSMUSG00000101891	Gm29132	Y	-	59771637	59774001	0.0	0.0	0.0
ENSMUSG00000079806	Gm21719	Y	-	6680421	6682872	0.0	0.0	0.0
ENSMUSG00000094647	Gm21650	Y	+	77692808	77719038	0.0	0.0	0.0
ENSMUSG00000099963	Gm28463	Y	-	35761786	35765015	0.0	0.0	0.0
ENSMUSG00000099728	Gm8510	Y	+	2927358	2928252	0.0	0.0	0.0
ENSMUSG00000099793	Gm28775	Y	+	38596217	38599560	0.0	0.0	0.0
ENSMUSG00000100564	Gm28682	Y	-	49658538	49659233	0.0	0.0	0.0
ENSMUSG00000099588	Gm29298	Y	-	86688655	86689350	0.0	0.0	0.0
ENSMUSG00000101092	Gm21796	Y	-	86499617	86500312	0.0	0.0	0.0
ENSMUSG00000101530	Gm29259	Y	-	64560834	64561527	0.0	0.0	0.0
ENSMUSG00000101239	Gm28304	Y	-	69764804	69765115	0.0	0.0	0.0
ENSMUSG00000101529	Gm29636	Y	+	67716432	67719778	0.0	0.0	0.0
ENSMUSG00000101991	Gm21724	Y	-	58368835	58369530	0.0	0.0	0.0
ENSMUSG00000101164	Gm29218	Y	+	67917874	67928301	0.0	0.0	0.0
ENSMUSG00000094729	Gm20747	Y	-	53415953	53418291	0.0	0.0	0.0
ENSMUSG00000099646	Gm28541	Y	-	77751103	77752125	0.0	0.0	0.0
ENSMUSG00000099593	Gm28566	Y	+	47291729	47292256	0.0	0.0	0.0
ENSMUSG00000094658	Rbmy	Y	+	2830680	2841854	0.0	0.0	0.0
ENSMUSG00000100056	Gm28173	Y	-	5899578	5902813	0.0	0.0	0.0
ENSMUSG00000102102	Gm29159	Y	-	5472490	5472868	0.0	0.0	0.0
ENSMUSG00000100964	Gm29503	Y	-	90499047	90531645	0.0	0.0	0.0
ENSMUSG00000101531	Gm29672	Y	+	59489253	59492035	0.0	0.0	0.0
ENSMUSG00000100655	Gm21462	Y	-	86869360	86870055	0.0	0.0	0.0
ENSMUSG00000100043	Gm29433	Y	+	40367506	40372751	0.0	0.0	0.0
ENSMUSG00000102965	Gm20926	Y	+	23381504	23382199	0.0	0.0	0.0
ENSMUSG00000102520	Gm36941	Y	-	17833041	17835401	0.0	0.0	0.0
ENSMUSG00000100165	Gm28253	Y	-	64886721	64890470	0.0	0.0	0.0
ENSMUSG00000101594	Gm21779	Y	-	45385636	45386331	0.0	0.0	0.0
ENSMUSG00000101244	Gm29368	Y	-	58717540	58720772	0.0	0.0	0.0
ENSMUSG00000000103	Zfy2	Y	-	2106015	2170409	0.0	0.0	0.0
ENSMUSG00000103917	Gm38072	Y	+	18199139	18202472	0.0	0.0	0.0
ENSMUSG00000099532	Gm29098	Y	+	47573714	47576949	0.0	0.0	0.0
ENSMUSG00000100930	Gm28866	Y	-	88266844	88270188	0.0	0.0	0.0
ENSMUSG00000099824	Gm28218	Y	+	86219344	86222581	0.0	0.0	0.0
ENSMUSG00000102966	Gm31123	Y	-	21487904	21512364	0.0	0.0	0.0
ENSMUSG00000099972	Gm21248	Y	-	79958386	79959081	0.0	0.0	0.0
ENSMUSG00000099595	Gm29406	Y	-	56941294	56942627	0.0	0.0	0.0
ENSMUSG00000100260	Gm28608	Y	-	75568897	75569511	0.0	0.0	0.0
ENSMUSG00000102104	Gm28858	Y	-	26731225	26731671	0.0	0.0	0.0
ENSMUSG00000096533	Gm21852	Y	-	40651454	40651996	0.0	0.0	0.0
ENSMUSG00000100803	Gm28251	Y	+	27112987	27113681	0.0	0.0	0.0
ENSMUSG00000103167	Gm38149	Y	-	16092783	16112032	0.0	0.0	0.0
ENSMUSG00000101057	Gm29057	Y	-	63870836	63871150	0.0	0.0	0.0
ENSMUSG00000099395	Gm28138	Y	+	66114135	66117482	0.0	0.0	0.0
ENSMUSG00000103782	Gm37656	Y	-	18293525	18295111	0.0	0.0	0.0
ENSMUSG00000101440	Gm29425	Y	+	70379763	70383001	0.0	0.0	0.0
ENSMUSG00000101105	Gm21755	Y	+	26434218	26434913	0.0	0.0	0.0
ENSMUSG00000100624	Gm28101	Y	+	69286102	69286798	0.0	0.0	0.0
ENSMUSG00000101534	Gm29306	Y	-	55072993	55073607	0.0	0.0	0.0
ENSMUSG00000095520	Gm20877	Y	+	17093873	17095892	0.0	0.0	0.0
ENSMUSG00000099573	Gm28854	Y	+	26689809	26690504	0.0	0.0	0.0
ENSMUSG00000095968	Gm21842	Y	+	32283539	32284066	0.0	0.0	0.0
ENSMUSG00000100597	Gm29349	Y	-	4951400	4951897	0.0	0.0	0.0
ENSMUSG00000101282	Gm28152	Y	+	85665589	85668826	0.0	0.0	0.0
ENSMUSG00000099441	Gm29268	Y	-	49430387	49431001	0.0	0.0	0.0
ENSMUSG00000102906	Gm20858	Y	-	25727994	25752495	0.0	0.0	0.0
ENSMUSG00000098868	Gm27466	Y	+	40684181	40684290	0.0	0.0	0.0
